comment,complaint_cluster
الاكل كويس كطعم بس القطع وصلت ناقصة قطعة الكولوسلو مقلوب في الكيس و علبته مكسورة البطاطس طرية الدليفري رغم تأخيره بس محترم و ذوق,تأخير_طلب طلب_غلط
الاوردر وصل خاطئ و موصلش الجديد,
خطير,
مفيش جبنة شيدر,
يعني الاكل طعمه حلو بس اول مرة جبتولي الوجبة سبيسي و متكلمتش عشان حجتك حلوة و المرادي طلبت ستربس جبتولي بروستد و كانت القطع صغرية كمان كتر خيركو,طعم_سيئ
البيكون محروق وناشف جدا والفراخ ناشفه,فساد_الطعام حرارة_غير_مناسبة
جية اوراك و انا محدد صدور,
الاكل حلو بس طلبته حار وصلى عادى,
زفت طالبة لحم ابيض فقط جاي وراك والفراخ زفرة جدا,
الاوردر كويس جدا لاكن التتبيلة محتاجه تكون اقوي,
الطعم غيرجيد وسيء ومش طازة للاسف,
الاكل طعمه كان وحش جدا اتاخرتوا ساعتين والمطعم يقولي المشكله من المنيوز والدعم مبيردش,
للاسف طعم الفراخ سئ ومش فرش باين جدا من الشكل والطعم وللاسف تجربة سيىة للغاية ولم تكرر وجاى بادر جدا بالرغم ان موصية ان يكون سخن وفلوس على الفاضى ربنا يعوض,
البطاطس كانت كميتها قليلة اوي عن كل مرة,طعم_سيئ كمية_قليلة
الاودر موصلش,
كنت بطلب منهم كتير جدًا، بس المستوى بقى يوقع لحد ما بطلت. بعد فترة، حد من الفريق كلمني وقاللي إنهم حسنوا الجودة، طلبت ٣ مرات وكان كويس، بس رجع يبقى وحش تاني. طلبت مرتين Texas Fries، البطاطس كانت مش متبّلة، والفراخ كانت بايتة مرة، والمصيبة إن مفيش شي...,طعم_سيئ
الطعم رديء جدا ومليانه زيت وناشفه وحشه جدااا,فساد_الطعام
مكانش فيه شدير تشيز في التكسس فرايز,
الاكل كان ٢ برجر واحد منهم بارد جدا بطريقه فظيعه والتاني كان سخن وكويس,حرارة_غير_مناسبة
الاكل كان بارد و كنت طالباه سبايسي اللي وصل كان عادي مش سبايسي وكان مزيت,حرارة_غير_مناسبة
الوجبة جاية مش غير بطاطس 😤😤😤😤😤,
زي الزفت الاوردر واصل بعد الفطار وكميه قله زوق مش طبيعيه ولا كاننا في رمضان وحتي خدمه عملا المنيوز مردوش عليا وطنشو,طعم_سيئ
مع ان الاكل جه متأخر جدا بعد الفطار بنص ساعة لان المطعم خلصه متأخر، جه الاكل بارد,حرارة_غير_مناسبة تأخير_طلب
زفت وحايلي سبايسي وناشف,فساد_الطعام
الاكل كويس لكن خدمة التوصيل سيئة للغاية,
الريزو سيئ بطريقة مستفزه الرز ناشف وحاجه بشعة اقسم بالله,فساد_الطعام
الاكل جاه سخن عشان أنا كتبت اني عايزه سخن والفراخ كانت كويسة بس البطاطس قليله بس كله حلو بصراحة,كمية_قليلة
الطعم والتتبيلة الفراخ مش حلوة بالمرة,طعم_سيئ
ديكيسيز فى حته تانيه 😋,
الاكل بارد الارز بارد و ناشف,فساد_الطعام حرارة_غير_مناسبة
البطاطس جايه فاضيه والاكل متلج والكولا ناقصه والسلطة غامقه وطعمها غريب,طلب_غلط
تحفةةةة,
سيء للغاية و مزيت و اقل من اقل منافس,
الاوردر سئ طلب صدور جالي وراك والأكل زفر جدااا,
الطيار اتاخر اوي,
الاكل كان بارد جدا طعمه لطيف بس باااارد,حرارة_غير_مناسبة
الساندوتش طعمه غير المعتاد و البطاطس بارده و قليلة جدا مفيش ولا ملح ولا توابل و سيئه جدا جدا بجد مش هطلب تانى من عندكم,حرارة_غير_مناسبة كمية_قليلة
B,
للأسف زيت الفراخ طعمه مستخدم كتير وخلى الفراخ طعمها زي الفلافل حرفيا مع طعم زفارة .. البطاطس اللي كانت جيدة في الاوردر,
طلبتة اوب مرة و طلبت الفراخ تكون صدور الاوردر جه حلو جدا و سخن و نظيف طلبتة تاني بعدها بأسبوع و طلبت صدور الفراخ كلها جت وراك + انها مكنتش نضيفة من جوة و الاوردر بارد حاجة سيئة للغاية الصراحة عكس التوقعات خالص,طعم_سيئ حرارة_غير_مناسبة
الاكل كان كويس جدا وطعم والتتبيله حلو جدا والفراخ نظيف جدا و كمية كويسة جدا وريزو ال spicy جامد جدا,
المرة دي مش كويس خالص الكمية قليلة قسمين الورك علي ٣ قطع والبطاطس قليلة جدا غير انه اتاخر ساعتين ونص ولاقيت شعرة مش عارفة بيعاقبوني ولا ايه مع اني بطلب منهم كتير,طعم_سيئ نظافة_سيئة كمية_قليلة
الفراخ مش كتير في الساندوتش قليل وكلو سلو كنت طلبت الحجم الكبير جالي الكمية صغيره جدا,كمية_قليلة
الفراخ متسخنة مش جاهزة الريزو كويس,
اتاخر كتيييييير,
الاكل سئ جدا بجد و كاتبين ٣ قطع فراخ حاطين دبوسين و باقي ورك و الفراخ زرقة من جوه بجد تجربة سيئة,
شكرا ان الاكل كان سخن ومقرمش ونظيف بجد شكرا ليكم,
الاكل بارد جدا وغير طازج وتاخير غير مبرر في الاوردر,حرارة_غير_مناسبة
الزيت بايت بجد فرخة اكنها اتقلت ميت مرة,طعم_سيئ
Hh,
الفراخ وحشه جدااااا مش مستويه كويس,
الديليفيري محترم جدا وزوق جدا وبشوش احرجني من أخلاقه ربنا يكرمه صوص البيج تستي جميل بس المشكله في ان الوجبه فيها جناح مش هطلبها تاني,
الملاحظات الي طلبتها متعملتش و كانت حاجه سيئة جداً و حاولت اتواصل مع الدعم و قالولي المطعم هيتواصل معاك قريب و محدش اتواصل,
كل حاجه بيرفكت 😍,
الكواليتى والاوردر تحفة بجد,
اكل بارد وجع بطني والعيش كان ني يدوب شم الجريل، والرز بايت وحاجة آخر قرف الحقيقة، معرفش ليه كررت التجربة دي مع انها كل مرة بتبقى سيئة,طعم_سيئ نظافة_سيئة حرارة_غير_مناسبة تسمم_غذائي
كميات صغيره جدا,كمية_قليلة
الاوردر جه غلط,طلب_غلط
.,
بيوصل ف ساعتين ليه؟ و اللي تتصل بيهم مستفزين و محدش بسمع كله عنده كلمة عايز يقولها من غير ما يعرف حاجة، وصل بعد ساعتين ونص و مستلمتهوش عشان دا استعباط دا جمب بيتي اصلا,
لتاني طالبه الاستربس عادي جالي سبايسي والطفل معرفش ياكله والاكل ناقص ملح وبهارات,طلب_غلط
الاكل كان مليان زيت ومحروق اوى وطلبت سفن اب جالى بيج كولا,حرارة_غير_مناسبة
الاكل جميل بس الدليفيري اسلوبه زفت وبلطجي وواقفلي ع الربع جنيه وعايز فلوس زيادة,
الاكل موصلش وتمنو مدفوع,
ممتاز تسلم ايد الشيف,
الريزو جاي ناشف و بشع و الفراخ مش حلوه ومش وحشه عاديه يعني,فساد_الطعام
الاكل وصل متاخر جدا و بارد جدا جدا جدا,حرارة_غير_مناسبة
الفراخ مقلية بريشها,
الدلفري محترم جدا,
الخبز قليل وحد بس و بطاطس حبه صغيرنا جدا و كيس كتشب بجد توفير اوي,كمية_قليلة
الاكل حلو اوي ونضيف وكمان وصل في المعاد مظبوط يمكن قبلها كمان شكرا ليكم💙,
الاكل وصل بارد,حرارة_غير_مناسبة
اخر مره هطلب منكم,طعم_سيئ
سخن وجه بسرعة والطعن تحفة,
الاكل وصل متأخر جدا وبارد بسبب تغيير الطيار على الابلكيشن واللوكيشن كات مش واضح للطيار مع اني كاتبه العنوان بالتفصيل بس المكان على الخريطه محطوط غلط خالص لكن الاكل كان كويس,حرارة_غير_مناسبة تأخير_طلب طلب_غلط
طعم وحش جدا ويوجع البطن,طعم_سيئ
البطاطس مش حلوة,
الاوردر كان ناقص العيش والفراخ التتبيلة بتاعتها مش باينه خالص والبطاطس كميتها قليلة جدا,كمية_قليلة طلب_غلط
